tranco_rank,Website,Number of Violations,Audit Done
11,cloudflare.com,1,true
14,instagram.com,3,true
20,linkedin.com,1,true
22,live.com,3,true
25,amazon.com,13,true
36,github.com,0,true
43,wordpress.org,2,true
54,digicert.com,8,true
79,tiktok.com,8,true
126,nist.gov,3,true
127,flickr.com,4,true
128,dropbox.com,2,true
130,gravatar.com,3,true
151,nytimes.com,4,true
157,archive.org,6,true
206,bbc.com,1,true
208,bbc.co.uk,1,true
212,creativecommons.org,9,true
218,sourceforge.net,5,true
274,wikimedia.org,5,true
342,etsy.com,4,true
517,surveymonkey.com,3,true
2060,tawk.to,5,true
5193,shop-pro.jp,4,true
7104,elo7.com.br,5
12252,courtlistener.com,3
13387,wallpapercave.com,2
14364,icy-veins.com,5
14396,refiner.io,4
16804,vietjetair.com,3
20917,typeset.io,3
21323,xdate.ch,7
29342,ijs.si,4
33633,mybib.com,5
36883,state.mn.us,5
43687,phplist.com,6
44135,paste.ee,1
47639,afw.com,2
47843,templeandwebster.com.au,1
54410,picturepush.com,6
57006,adoptmetradingvalues.com,7
57524,xyzscripts.com,10
61097,grazia.it,8
61399,snipboard.io,3
71658,globalhealing.com,4
80428,papvacances.fr,1
88318,syse.no,4
107208,ulm.de,4
109230,staysure.co.uk,6
109769,printwhatyoulike.com,7
117207,chick.com,4
120833,musee-orangerie.fr,6
121613,conceptispuzzles.com,11
126329,ktotv.com,3
134040,rovaniemi.fi,2
138322,sonix.ai,5
145642,crownawards.com,3
148376,goopics.net,6
165833,robbiewilliams.com,5
169744,rockabilia.com,9
173318,tombihn.com,8
175864,thedressoutlet.com,5
180926,twinings.co.uk,1
182449,smartsaker.com,6
183622,motherdenim.com,11
185273,pxu.co,2
187453,realitymix.cz,4
189617,365mashbir.co.il,6
190789,we-xpats.com,5
191576,nanog.org,2
193067,toucheprive.com,8
201199,mister-pool.de,7
206203,thegenealogist.co.uk,3
228666,nakhlmarket.com,7
238662,clipartkey.com,5
241342,santaeulalia.com,4
241421,theperfectjean.nyc,12
241825,killcrew.co,8
257419,junkbrands.com,3
261469,webrate.org,7
261740,alaninu.com,5
265853,premieryarns.com,4
276178,kudoway.com,1
282729,vistapointe.net,6
292008,greenlinepet.com,4
293082,univ.kiev.ua,1
293816,beararchery.com,7
300205,bodyecology.com,8
305544,revital.co.uk,11
306531,nps-solovair.com,8
311493,iafstore.com,9
312426,betterbody.co,8
312895,talentless.co,4
313886,teleties.com,6
321712,edwin-europe.com,8
321712,edwin-europe.com,9
321948,invemar.org.co,4
322783,filmsjackets.com,7
323176,wtb.com,10
323858,3eonline.com,6
326548,broderbund.com,7
327840,soakandsleep.com,6
338862,groovyguygifts.com,8
343705,sporter.com,8
344079,wtfpass.com,6
351087,whitemountainpuzzles.com,4
352847,jiffyshirts.com,11
354214,ssl-tools.net,3
358602,naturkartan.se,4
358861,unicornbooty.com,3
358900,goteborgfilmfestival.se,3
359636,coolgift.com,5
371585,spareto.com,8
381771,bachcentre.com,6
381771,bachcentre.com,6
391563,vifa.dk,1
391711,upcirclebeauty.com,3
393519,sms.to,4
395552,z.cn,6
398271,munbyn.com,6
399497,batna24.com,8
400648,hudsongracesf.com,6
413276,makemylemonade.com,6
420463,bandmix.ca,6
431499,artcall.org,6
434014,loveyourmelon.com,1
436073,co2meter.com,8
436933,whtop.com,2
440227,myrezapp.com,8
444868,litjoycrate.com,5
448647,reflets.info,7
450384,wafeq.com,7
454370,amydus.com,5
455758,stuffedsafari.com,3
455868,myepisodes.com,7
461136,zukan.com,4
467204,sportsfanisland.com,6
480193,playags.com,8
485188,blacksheepskateshop.com,2
489451,sitstay.com,10
493479,entryninja.com,5
503555,starcomics.com,2
507933,statsfa.com,5
515814,armedforcesgear.com,5
520593,jotrin.com,8
525478,goatmilkstuff.com,5
529271,itti.com.np,11
540426,tozandoshop.com,6
541265,nuoobox.com,8
541330,pptcloud.ru,5
543440,stay-rooted.com,5
547712,retrosupply.co,2
549995,heroarts.com,8
558952,diamondsourcenyc.com,6
561405,booksofwonder.com,7
567667,flexihub.com,5
580464,sharptruck.com,1
589574,sorrelli.com,6
590733,pictureline.com,9
592986,hyvinvoinnin.fi,4
599503,corridornyc.com,3
607423,verilux.com,11
609001,taylorandmartin.com,8
617517,boutinela.com,3
628133,raiber.ru,8
638261,vanguardworld.com,5
646451,rebdolls.com,7
657086,numehair.com,5
659365,sportsposterwarehouse.com,5
665378,babyearth.com,2
674540,alexrossart.com,6
680987,goodcv.com,6
696433,vector-networks.com,7
697009,carpenterjames.com,4
721518,yourcatbackpack.com,3
726276,okmdetectors.com,5
733201,1hairstop.in,4
744681,campus.pk,5
764986,involveyoursenses.com,4
802902,ukr-mova.in.ua,11
811181,diamondcandles.com,6
815643,onceagain.fr,6
818066,hiremymom.com,5
825023,inateck.com,9
825023,inateck.com,2
833580,onelovedbabe.com,6
842978,customkidsfurniture.com,7
846923,atozsrilanka.com,5
851202,lensdistortions.com,3
851902,recruitfront.com,4
854884,mysocialbook.com,8
863197,sellercenter.io,5
863249,kakimori.com,11
869392,coolcomponents.co.uk,1
878927,domainnamesseo.com,7
881599,doctorarthritis.org,9
882292,red-dracon.ru,8
883793,charlesbridge.com,13
883793,charlesbridge.com,2
887824,nanimarquina.com,5
893239,emaxmodel.com,9
898841,sightglasscoffee.com,4
899588,lisacongdon.com,8
900840,appalshop.org,4
904455,strayrescue.org,4
952535,sportingclassicsdaily.com,6
953044,myparcels.ru,7
972813,pfcandleco.com,4
974348,connectingup.org,3
974348,connectingup.org,3
976375,perfect-body.dk,4
982690,antlionaudio.com,11
985742,lotsearch.net,8
999593,thewallpapers.org,3
1015382,bobbyjones.com,7
1022724,vanitywagon.in,4
1071204,nancysnotions.com,6
1078516,navitasorganics.com,9
1088625,sokolblosser.com,11
1105487,appaman.com,10
1139246,juneshine.com,3
1140317,biohmhealth.com,5
1149000,coontx.com,7
1211682,joymor.com,7
1237362,fluffnest.com,5
1260986,onlineyoga.school,3
1261208,eboss.co.nz,5
1279175,iiitm.ac.in,9
1290041,unitek-products.com,2
1311519,harempants.com,5
1318290,oxedandassessment.com,7
1369855,diggwigs.com,3
1385795,navitasnaturals.com,9
1395683,variscite.com,5
1395963,wolventhreads.com,5
1405550,freelansim.ru,5
1408061,lcking.com,7
1419900,evolutionsociety.org,5
1435003,subversivecrossstitch.com,6
1437504,drugshortagescanada.ca,8
1445865,fvsr.ru,5
1460102,balooliving.com,1
1479996,isaachayes.com,9
1485133,bimmerboard.com,6
1487290,drbrite.com,3
1487290,drbrite.com,7
1500649,prevue.it,6
1518929,cheatlayer.com,8
1521269,recordnepal.com,5
1541082,wfaprofootball.com,15
1550585,twinpalms.com,1
1551606,testicularcancersociety.org,4
1557877,flytestore.com,6
1558503,sfcityclinic.org,8
1595528,plastruct.com,1
1597670,noidearecords.com,3
1625020,primeporter.com,9
1643588,eboost.com,3
1672852,celex.com,7
1702932,hinatastore.jp,5
1724777,mbdalchemie.com,10
1732957,naturelorganic.cl,7
1737399,onedirect.es,5
1752713,sa-jewel.com,2
1770626,top-obaly.cz,4
1885635,persephonebakery.com,10
1897256,drinkloverboy.com,4
1902296,sunburypress.com,7
1911008,pipandnut.com,7
1915497,generoussecurity.com,5
1924823,acmebranding.com,4
1926620,beebuilt.com,5
1930497,kamprite.com,9
1946268,foodgatherers.org,8
1957824,feedbear.com,7
1959253,thinkcrucial.com,3
1978718,netposse.com,9
1979194,cssreel.com,9
1983561,leahalexandra.com,4
1999527,traversebayfarms.com,3
2004966,vingli.com,5
2008082,paiskincare.us,5
2020500,biz-kgo.ru,9
2026059,blackrosebooks.com,5
2029240,richiehawtin.com,4
2038982,seaweedbathco.com,5
2096381,teema.co,9
2112547,shopboxfox.com,3
2120425,drmorsesherbalhealthclub.com,5
2127959,giganticbrewing.com,5
2139966,upskillcourses.com,6
2181718,i-360.com,0
2209227,fangamer.net,6
2219143,activeautowerke.com,4
2222501,vac-bsa.org,5
2230499,asiangroceryuk.com,7
2294957,jjbeancoffee.com,3
2300176,shopsafe.co.uk,4
2317337,serpfox.com,7
2344052,croakies.com,5